kind	model_or_pair	fid	words_fixed	words_buggy	fixed_err	buggy_err
pair	whisper-distil-v3.5+qwen3-asr	RES0180	1065	1020	135	126
pair	whisper-distil-v3.5+qwen3-asr	RES0176	1305	1269	136	132
pair	whisper-distil-v3.5+qwen3-asr	RES0173	1262	1210	178	164
pair	whisper-distil-v3.5+qwen3-asr	RES0179	1291	1254	169	154
pair	whisper-distil-v3.5+qwen3-asr	RES0182	945	919	122	119
pair	whisper-distil-v3.5+qwen3-asr	RES0178	1125	1082	143	137
pair	whisper-distil-v3.5+qwen3-asr	RES0177	1193	1151	136	127
pair	whisper-distil-v3.5+qwen3-asr	RES0188	957	932	117	106
pair	whisper-distil-v3.5+qwen3-asr	RES0181	1184	1154	174	160
pair	whisper-distil-v3.5+qwen3-asr	RES0186	1069	1020	119	115
pair	whisper-distil-v3.5+qwen3-asr	RES0184	970	946	134	125
pair	whisper-distil-v3.5+qwen3-asr	RES0183	1217	1178	161	155
pair	whisper-distil-v3.5+qwen3-asr	RES0174	1549	1484	175	163
pair	whisper-distil-v3.5+qwen3-asr	RES0185	1075	1026	128	123
pair	whisper-distil-v3.5+qwen3-asr	RES0191	927	905	105	100
pair	whisper-distil-v3.5+qwen3-asr	RES0189	1439	1397	151	144
pair	whisper-distil-v3.5+qwen3-asr	RES0190	1290	1263	133	126
pair	whisper-distil-v3.5+qwen3-asr	RES0198	857	833	75	74
pair	whisper-distil-v3.5+qwen3-asr	RES0187	1303	1275	154	142
pair	whisper-distil-v3.5+qwen3-asr	RES0196	943	910	126	123
pair	whisper-distil-v3.5+qwen3-asr	RES0197	966	943	120	113
pair	whisper-distil-v3.5+qwen3-asr	RES0193	1431	1382	163	139
pair	whisper-distil-v3.5+qwen3-asr	RES0203	920	895	128	122
pair	whisper-distil-v3.5+qwen3-asr	RES0201	1059	1024	143	133
pair	whisper-distil-v3.5+qwen3-asr	RES0192	1280	1243	150	146
pair	whisper-distil-v3.5+qwen3-asr	RES0207	818	789	107	102
pair	whisper-distil-v3.5+qwen3-asr	RES0199	1152	1118	141	139
pair	whisper-distil-v3.5+qwen3-asr	RES0204	995	959	110	103
pair	whisper-distil-v3.5+qwen3-asr	RES0195	1335	1297	146	146
pair	whisper-distil-v3.5+qwen3-asr	RES0194	1395	1339	162	152
pair	whisper-distil-v3.5+qwen3-asr	RES0205	1049	1009	110	105
pair	whisper-distil-v3.5+qwen3-asr	RES0202	1522	1472	189	185
pair	whisper-distil-v3.5+qwen3-asr	RES0209	1108	1062	146	138
pair	whisper-distil-v3.5+qwen3-asr	RES0200	1351	1316	198	190
pair	whisper-distil-v3.5+qwen3-asr	RES0214	1123	1093	117	114
pair	whisper-distil-v3.5+qwen3-asr	RES0210	1139	1119	134	131
pair	whisper-distil-v3.5+qwen3-asr	RES0208	1322	1254	170	156
pair	whisper-distil-v3.5+whisper-turbo	CAR0001	1053	1027	99	99
pair	whisper-distil-v3.5+qwen3-asr	RES0211	1415	1355	194	184
pair	whisper-distil-v3.5+qwen3-asr	RES0206	1354	1309	197	189
pair	whisper-distil-v3.5+qwen3-asr	RES0212	1304	1238	111	104
pair	whisper-distil-v3.5+qwen3-asr	RES0217	1486	1424	115	95
pair	whisper-distil-v3.5+whisper-turbo	CAR0004	920	896	103	108
pair	whisper-distil-v3.5+whisper-turbo	GAS0001	1033	984	153	140
pair	whisper-distil-v3.5+qwen3-asr	RES0213	1485	1383	124	103
pair	whisper-distil-v3.5+whisper-turbo	CAR0002	1067	1043	112	108
pair	whisper-distil-v3.5+whisper-turbo	CAR0003	1281	1259	114	112
pair	whisper-distil-v3.5+whisper-turbo	GAS0002	1140	1103	99	94
pair	whisper-distil-v3.5+qwen3-asr	RES0215	1386	1329	146	135
pair	whisper-distil-v3.5+whisper-turbo	GAS0007	903	884	113	116
pair	whisper-distil-v3.5+whisper-turbo	GAS0004	1180	1127	134	129
pair	whisper-distil-v3.5+whisper-turbo	CAR0005	1292	1228	111	104
pair	whisper-distil-v3.5+whisper-turbo	GAS0003	1093	1036	132	117
pair	whisper-distil-v3.5+qwen3-asr	RES0216	1604	1531	114	101
pair	whisper-distil-v3.5+whisper-turbo	MSK0001	983	960	115	108
pair	whisper-distil-v3.5+whisper-turbo	MSK0004	1125	1096	130	124
pair	whisper-distil-v3.5+whisper-turbo	GEN0001	1132	1093	85	77
pair	whisper-distil-v3.5+whisper-turbo	DER0001	1554	1485	200	187
pair	whisper-distil-v3.5+whisper-turbo	MSK0007	1358	1333	142	138
pair	whisper-distil-v3.5+whisper-turbo	MSK0003	1866	1810	191	178
pair	whisper-distil-v3.5+whisper-turbo	GAS0005	1599	1541	168	161
pair	whisper-distil-v3.5+whisper-turbo	MSK0006	1781	1720	184	176
pair	whisper-distil-v3.5+whisper-turbo	MSK0005	1513	1462	149	142
pair	whisper-distil-v3.5+whisper-turbo	MSK0012	1652	1600	149	140
pair	whisper-distil-v3.5+whisper-turbo	MSK0008	1417	1391	163	165
pair	whisper-distil-v3.5+whisper-turbo	MSK0018	976	940	77	67
pair	whisper-distil-v3.5+whisper-turbo	MSK0010	1505	1473	131	126
pair	whisper-distil-v3.5+whisper-turbo	MSK0011	1535	1501	172	170
pair	whisper-distil-v3.5+whisper-turbo	MSK0009	1572	1520	188	184
pair	whisper-distil-v3.5+whisper-turbo	MSK0015	1622	1576	177	177
pair	whisper-distil-v3.5+whisper-turbo	MSK0014	1575	1529	155	146
pair	whisper-distil-v3.5+whisper-turbo	MSK0013	1610	1562	151	143
pair	whisper-distil-v3.5+whisper-turbo	MSK0019	1337	1298	93	84
pair	whisper-distil-v3.5+whisper-turbo	MSK0017	1735	1681	165	157
pair	whisper-distil-v3.5+whisper-turbo	MSK0020	1683	1636	170	163
pair	whisper-distil-v3.5+whisper-turbo	MSK0023	1229	1181	114	105
pair	whisper-distil-v3.5+whisper-turbo	MSK0026	1365	1338	140	139
pair	whisper-distil-v3.5+whisper-turbo	MSK0024	1193	1162	95	92
pair	whisper-distil-v3.5+whisper-turbo	MSK0016	2064	1999	190	178
pair	whisper-distil-v3.5+whisper-turbo	MSK0032	1198	1154	82	67
pair	whisper-distil-v3.5+whisper-turbo	MSK0031	1299	1247	129	127
pair	whisper-distil-v3.5+whisper-turbo	MSK0027	1377	1331	166	161
pair	whisper-distil-v3.5+whisper-turbo	MSK0025	1580	1511	122	119
pair	whisper-distil-v3.5+whisper-turbo	MSK0021	1745	1691	227	213
pair	whisper-distil-v3.5+whisper-turbo	MSK0034	1448	1417	158	146
pair	whisper-distil-v3.5+whisper-turbo	MSK0036	1757	1714	167	163
pair	whisper-distil-v3.5+whisper-turbo	MSK0028	1836	1785	180	173
pair	whisper-distil-v3.5+whisper-turbo	MSK0037	1682	1620	187	174
pair	whisper-distil-v3.5+whisper-turbo	MSK0022	2164	2091	200	195
pair	whisper-distil-v3.5+whisper-turbo	MSK0035	1596	1549	169	171
pair	whisper-distil-v3.5+whisper-turbo	MSK0033	1687	1621	167	150
pair	whisper-distil-v3.5+whisper-turbo	MSK0042	1522	1471	109	96
pair	whisper-distil-v3.5+whisper-turbo	MSK0039	1404	1367	128	119
pair	whisper-distil-v3.5+whisper-turbo	MSK0040	1488	1446	143	134
pair	whisper-distil-v3.5+whisper-turbo	MSK0041	1583	1543	164	160
pair	whisper-distil-v3.5+whisper-turbo	MSK0046	1225	1188	123	120
pair	whisper-distil-v3.5+whisper-turbo	MSK0038	1895	1828	178	164
pair	whisper-distil-v3.5+whisper-turbo	MSK0045	1394	1354	136	117
pair	whisper-distil-v3.5+whisper-turbo	MSK0044	1177	1132	96	87
pair	whisper-distil-v3.5+whisper-turbo	MSK0043	1772	1694	157	129
pair	whisper-distil-v3.5+whisper-turbo	RES0002	1162	1144	337	327
pair	whisper-distil-v3.5+whisper-turbo	RES0001	1526	1469	192	187
pair	whisper-distil-v3.5+whisper-turbo	MSK0050	1285	1257	122	121
pair	whisper-distil-v3.5+whisper-turbo	MSK0049	1372	1333	145	140
pair	whisper-distil-v3.5+whisper-turbo	MSK0029	2268	2186	253	248
pair	whisper-distil-v3.5+whisper-turbo	RES0003	1261	1213	119	114
pair	whisper-distil-v3.5+whisper-turbo	RES0008	1171	1129	126	123
pair	whisper-distil-v3.5+whisper-turbo	RES0010	1070	1018	138	133
pair	whisper-distil-v3.5+whisper-turbo	RES0009	1446	1372	150	138
pair	whisper-distil-v3.5+whisper-turbo	RES0005	1645	1578	155	155
pair	whisper-distil-v3.5+whisper-turbo	RES0006	1240	1207	127	134
pair	whisper-distil-v3.5+whisper-turbo	RES0011	1647	1573	185	167
pair	whisper-distil-v3.5+whisper-turbo	RES0013	1400	1325	141	131
pair	whisper-distil-v3.5+whisper-turbo	RES0007	1874	1811	180	167
pair	whisper-distil-v3.5+whisper-turbo	RES0004	1723	1650	216	202
pair	whisper-distil-v3.5+whisper-turbo	RES0018	1334	1294	143	137
pair	whisper-distil-v3.5+whisper-turbo	RES0014	1429	1383	140	128
pair	whisper-distil-v3.5+whisper-turbo	RES0021	1255	1226	162	151
pair	whisper-distil-v3.5+whisper-turbo	RES0019	1334	1300	138	141
pair	whisper-distil-v3.5+whisper-turbo	RES0016	1327	1287	121	114
pair	whisper-distil-v3.5+whisper-turbo	RES0023	1099	1054	169	163
pair	whisper-distil-v3.5+whisper-turbo	RES0017	1751	1698	195	186
pair	whisper-distil-v3.5+whisper-turbo	RES0024	1004	969	118	117
pair	whisper-distil-v3.5+whisper-turbo	RES0020	1413	1386	159	150
pair	whisper-distil-v3.5+whisper-turbo	RES0015	1607	1551	153	147
pair	whisper-distil-v3.5+whisper-turbo	RES0025	1393	1342	192	177
pair	whisper-distil-v3.5+whisper-turbo	RES0029	811	787	76	77
pair	whisper-distil-v3.5+whisper-turbo	RES0027	1366	1323	168	161
pair	whisper-distil-v3.5+whisper-turbo	RES0030	1184	1158	121	112
pair	whisper-distil-v3.5+whisper-turbo	RES0028	1156	1130	124	117
pair	whisper-distil-v3.5+whisper-turbo	RES0035	958	944	80	77
pair	whisper-distil-v3.5+whisper-turbo	RES0031	1343	1297	111	111
pair	whisper-distil-v3.5+whisper-turbo	RES0012	2168	2058	254	244
pair	whisper-distil-v3.5+whisper-turbo	RES0032	1212	1169	100	98
pair	whisper-distil-v3.5+whisper-turbo	RES0026	1544	1504	174	160
pair	whisper-distil-v3.5+whisper-turbo	RES0042	1264	1222	174	155
pair	whisper-distil-v3.5+whisper-turbo	RES0037	1453	1413	163	149
pair	whisper-distil-v3.5+whisper-turbo	RES0033	1372	1306	135	132
pair	whisper-distil-v3.5+whisper-turbo	RES0022	1999	1927	231	215
pair	whisper-distil-v3.5+whisper-turbo	RES0036	1423	1368	147	143
pair	whisper-distil-v3.5+whisper-turbo	RES0043	1503	1451	197	193
pair	whisper-distil-v3.5+whisper-turbo	RES0038	1554	1504	202	175
pair	whisper-distil-v3.5+whisper-turbo	RES0052	828	809	159	151
pair	whisper-distil-v3.5+whisper-turbo	RES0050	1109	1084	111	107
pair	whisper-distil-v3.5+whisper-turbo	RES0045	1204	1158	102	86
pair	whisper-distil-v3.5+whisper-turbo	RES0034	1685	1627	142	143
pair	whisper-distil-v3.5+whisper-turbo	RES0039	1672	1635	185	169
pair	whisper-distil-v3.5+whisper-turbo	RES0051	997	970	140	130
pair	whisper-distil-v3.5+whisper-turbo	RES0055	1375	1328	248	246
pair	whisper-distil-v3.5+whisper-turbo	RES0046	1588	1532	189	176
pair	whisper-distil-v3.5+whisper-turbo	RES0048	1809	1726	164	154
pair	whisper-distil-v3.5+whisper-turbo	RES0047	1628	1575	197	177
pair	whisper-distil-v3.5+whisper-turbo	RES0056	1174	1140	184	178
pair	whisper-distil-v3.5+whisper-turbo	RES0058	1514	1462	242	231
pair	whisper-distil-v3.5+whisper-turbo	RES0049	1622	1555	177	167
pair	whisper-distil-v3.5+whisper-turbo	RES0044	1859	1776	163	143
pair	whisper-distil-v3.5+whisper-turbo	RES0057	1245	1194	225	224
pair	whisper-distil-v3.5+whisper-turbo	RES0059	1358	1327	192	182
pair	whisper-distil-v3.5+whisper-turbo	RES0067	946	912	135	127
pair	whisper-distil-v3.5+whisper-turbo	RES0065	1089	1064	146	136
pair	whisper-distil-v3.5+whisper-turbo	RES0053	1982	1906	368	343
pair	whisper-distil-v3.5+whisper-turbo	RES0064	1078	1046	123	120
pair	whisper-distil-v3.5+whisper-turbo	RES0070	976	946	140	137
pair	whisper-distil-v3.5+whisper-turbo	RES0066	1192	1160	149	141
pair	whisper-distil-v3.5+whisper-turbo	RES0054	2491	2446	757	691
pair	whisper-distil-v3.5+whisper-turbo	RES0069	1026	994	125	116
pair	whisper-distil-v3.5+whisper-turbo	RES0068	1213	1168	162	152
pair	whisper-distil-v3.5+whisper-turbo	RES0063	1439	1384	172	169
pair	whisper-distil-v3.5+whisper-turbo	RES0072	1182	1150	181	172
pair	whisper-distil-v3.5+whisper-turbo	RES0060	1683	1616	262	256
pair	whisper-distil-v3.5+whisper-turbo	RES0074	1246	1206	138	138
pair	whisper-distil-v3.5+whisper-turbo	RES0062	1965	1905	277	264
pair	whisper-distil-v3.5+whisper-turbo	RES0079	841	815	136	123
pair	whisper-distil-v3.5+whisper-turbo	RES0075	1112	1070	125	117
pair	whisper-distil-v3.5+whisper-turbo	RES0061	1783	1701	236	218
pair	whisper-distil-v3.5+whisper-turbo	RES0071	1301	1261	167	153
pair	whisper-distil-v3.5+whisper-turbo	RES0073	1340	1303	159	147
pair	whisper-distil-v3.5+whisper-turbo	RES0083	990	962	127	116
pair	whisper-distil-v3.5+whisper-turbo	RES0080	1225	1179	163	143
pair	whisper-distil-v3.5+whisper-turbo	RES0078	1140	1092	153	152
pair	whisper-distil-v3.5+whisper-turbo	RES0082	932	891	128	120
pair	whisper-distil-v3.5+whisper-turbo	RES0076	1569	1513	180	179
pair	whisper-distil-v3.5+whisper-turbo	RES0085	959	923	113	95
pair	whisper-distil-v3.5+whisper-turbo	RES0091	901	869	68	70
pair	whisper-distil-v3.5+whisper-turbo	RES0081	1455	1391	175	163
pair	whisper-distil-v3.5+whisper-turbo	RES0092	837	800	110	107
pair	whisper-distil-v3.5+whisper-turbo	RES0090	1193	1160	95	88
pair	whisper-distil-v3.5+whisper-turbo	RES0084	1562	1516	157	148
pair	whisper-distil-v3.5+whisper-turbo	RES0077	1649	1585	207	200
pair	whisper-distil-v3.5+whisper-turbo	RES0094	793	766	79	73
pair	whisper-distil-v3.5+whisper-turbo	RES0087	1359	1306	144	129
pair	whisper-distil-v3.5+whisper-turbo	RES0088	1373	1336	160	148
pair	whisper-distil-v3.5+whisper-turbo	RES0096	1292	1251	180	175
pair	whisper-distil-v3.5+whisper-turbo	RES0089	1800	1749	197	181
pair	whisper-distil-v3.5+whisper-turbo	RES0086	1523	1463	195	162
pair	whisper-distil-v3.5+whisper-turbo	RES0097	1381	1319	197	176
pair	whisper-distil-v3.5+whisper-turbo	RES0099	1554	1505	173	164
pair	whisper-distil-v3.5+whisper-turbo	RES0093	1606	1543	211	189
pair	whisper-distil-v3.5+whisper-turbo	RES0095	1467	1426	191	173
pair	whisper-distil-v3.5+whisper-turbo	RES0100	1767	1710	172	152
pair	whisper-distil-v3.5+whisper-turbo	RES0098	1474	1422	140	132
pair	whisper-distil-v3.5+whisper-turbo	RES0108	950	918	100	86
pair	whisper-distil-v3.5+whisper-turbo	RES0103	1100	1063	126	123
pair	whisper-distil-v3.5+whisper-turbo	RES0101	1430	1379	162	149
pair	whisper-distil-v3.5+whisper-turbo	RES0109	845	817	77	72
pair	whisper-distil-v3.5+whisper-turbo	RES0111	965	927	117	104
pair	whisper-distil-v3.5+whisper-turbo	RES0106	1307	1251	160	145
pair	whisper-distil-v3.5+whisper-turbo	RES0105	1738	1663	195	180
pair	whisper-distil-v3.5+whisper-turbo	RES0107	1596	1520	195	182
pair	whisper-distil-v3.5+whisper-turbo	RES0113	1079	1043	108	100
pair	whisper-distil-v3.5+whisper-turbo	RES0112	835	795	80	67
pair	whisper-distil-v3.5+whisper-turbo	RES0118	947	921	58	56
pair	whisper-distil-v3.5+whisper-turbo	RES0117	951	920	102	83
pair	whisper-distil-v3.5+whisper-turbo	RES0121	962	930	78	67
pair	whisper-distil-v3.5+whisper-turbo	RES0104	1563	1511	169	153
pair	whisper-distil-v3.5+whisper-turbo	RES0122	1046	1005	75	70
pair	whisper-distil-v3.5+whisper-turbo	RES0102	2025	1952	197	181
pair	whisper-distil-v3.5+whisper-turbo	RES0110	1565	1512	150	135
pair	whisper-distil-v3.5+whisper-turbo	RES0120	1381	1325	78	61
pair	whisper-distil-v3.5+whisper-turbo	RES0119	1359	1302	100	97
pair	whisper-distil-v3.5+whisper-turbo	RES0129	1078	1040	114	106
pair	whisper-distil-v3.5+whisper-turbo	RES0116	1588	1533	149	134
pair	whisper-distil-v3.5+whisper-turbo	RES0114	1673	1606	177	159
pair	whisper-distil-v3.5+whisper-turbo	RES0125	1638	1576	109	94
pair	whisper-distil-v3.5+whisper-turbo	RES0124	1729	1675	119	107
pair	whisper-distil-v3.5+whisper-turbo	RES0128	1095	1062	143	129
pair	whisper-distil-v3.5+whisper-turbo	RES0126	1858	1784	234	229
pair	whisper-distil-v3.5+whisper-turbo	RES0127	1461	1418	160	162
pair	whisper-distil-v3.5+whisper-turbo	RES0123	1716	1647	148	137
pair	whisper-distil-v3.5+whisper-turbo	RES0133	1264	1222	119	104
pair	whisper-distil-v3.5+whisper-turbo	RES0136	1243	1211	95	79
pair	whisper-distil-v3.5+whisper-turbo	RES0137	1274	1216	122	109
pair	whisper-distil-v3.5+whisper-turbo	RES0131	1231	1176	86	74
pair	whisper-distil-v3.5+whisper-turbo	RES0130	1329	1282	102	93
pair	whisper-distil-v3.5+whisper-turbo	RES0142	778	758	88	74
pair	whisper-distil-v3.5+whisper-turbo	RES0139	1131	1093	126	107
pair	whisper-distil-v3.5+whisper-turbo	RES0138	1148	1118	103	95
pair	whisper-distil-v3.5+whisper-turbo	RES0132	1309	1276	86	77
pair	whisper-distil-v3.5+whisper-turbo	RES0140	907	877	101	85
pair	whisper-distil-v3.5+whisper-turbo	RES0135	1224	1191	108	96
pair	whisper-distil-v3.5+whisper-turbo	RES0141	987	949	101	90
pair	whisper-distil-v3.5+whisper-turbo	RES0144	1153	1119	171	159
pair	whisper-distil-v3.5+whisper-turbo	RES0143	1119	1080	112	98
pair	whisper-distil-v3.5+whisper-turbo	RES0146	898	870	113	112
pair	whisper-distil-v3.5+whisper-turbo	RES0148	1136	1101	196	171
pair	whisper-distil-v3.5+whisper-turbo	RES0154	943	922	123	116
pair	whisper-distil-v3.5+whisper-turbo	RES0150	1147	1099	153	139
pair	whisper-distil-v3.5+whisper-turbo	RES0147	1274	1234	188	167
pair	whisper-distil-v3.5+whisper-turbo	RES0149	1270	1231	140	130
pair	whisper-distil-v3.5+whisper-turbo	RES0145	1326	1277	186	175
pair	whisper-distil-v3.5+whisper-turbo	RES0152	1059	1028	124	112
pair	whisper-distil-v3.5+whisper-turbo	RES0158	1079	1034	116	113
pair	whisper-distil-v3.5+whisper-turbo	RES0134	1679	1630	113	102
pair	whisper-distil-v3.5+whisper-turbo	RES0153	1103	1063	138	134
pair	whisper-distil-v3.5+whisper-turbo	RES0151	1157	1125	117	108
pair	whisper-distil-v3.5+whisper-turbo	RES0156	1016	983	132	112
pair	whisper-distil-v3.5+whisper-turbo	RES0159	1104	1060	102	97
pair	whisper-distil-v3.5+whisper-turbo	RES0160	1135	1093	151	129
pair	whisper-distil-v3.5+whisper-turbo	RES0165	909	881	120	115
pair	whisper-distil-v3.5+whisper-turbo	RES0162	1235	1183	149	135
pair	whisper-distil-v3.5+whisper-turbo	RES0161	1034	993	142	128
pair	whisper-distil-v3.5+whisper-turbo	RES0169	946	906	132	126
pair	whisper-distil-v3.5+whisper-turbo	RES0155	1439	1380	217	196
pair	whisper-distil-v3.5+whisper-turbo	RES0163	1200	1155	156	143
pair	whisper-distil-v3.5+whisper-turbo	RES0171	1368	1306	146	134
pair	whisper-distil-v3.5+whisper-turbo	RES0170	1351	1300	179	166
pair	whisper-distil-v3.5+whisper-turbo	RES0167	1181	1132	141	133
pair	whisper-distil-v3.5+whisper-turbo	RES0172	1195	1148	162	157
pair	whisper-distil-v3.5+whisper-turbo	RES0166	1155	1117	161	145
pair	whisper-distil-v3.5+whisper-turbo	RES0164	1248	1197	214	187
pair	whisper-distil-v3.5+whisper-turbo	RES0173	1262	1210	184	167
pair	whisper-distil-v3.5+whisper-turbo	RES0168	1329	1271	141	135
pair	whisper-distil-v3.5+whisper-turbo	RES0175	1017	979	121	104
pair	whisper-distil-v3.5+whisper-turbo	RES0178	1125	1082	152	145
pair	whisper-distil-v3.5+whisper-turbo	RES0184	970	946	127	118
pair	whisper-distil-v3.5+whisper-turbo	RES0181	1184	1154	176	163
pair	whisper-distil-v3.5+whisper-turbo	RES0182	945	919	126	120
pair	whisper-distil-v3.5+whisper-turbo	RES0179	1291	1254	167	153
pair	whisper-distil-v3.5+whisper-turbo	RES0180	1065	1020	131	120
pair	whisper-distil-v3.5+whisper-turbo	RES0176	1305	1269	151	147
pair	whisper-distil-v3.5+whisper-turbo	RES0177	1193	1151	140	131
pair	whisper-distil-v3.5+whisper-turbo	RES0185	1075	1026	131	125
pair	whisper-distil-v3.5+whisper-turbo	RES0174	1549	1484	179	166
pair	whisper-distil-v3.5+whisper-turbo	RES0188	957	932	117	106
pair	whisper-distil-v3.5+whisper-turbo	RES0191	927	905	104	99
pair	whisper-distil-v3.5+whisper-turbo	RES0183	1217	1178	155	151
pair	whisper-distil-v3.5+whisper-turbo	RES0186	1069	1020	123	119
pair	whisper-distil-v3.5+whisper-turbo	RES0187	1303	1275	159	151
pair	whisper-distil-v3.5+whisper-turbo	RES0198	857	833	73	73
pair	whisper-distil-v3.5+whisper-turbo	RES0197	966	943	125	119
pair	whisper-distil-v3.5+whisper-turbo	RES0190	1290	1263	133	125
pair	whisper-distil-v3.5+whisper-turbo	RES0196	943	910	116	113
pair	whisper-distil-v3.5+whisper-turbo	RES0195	1335	1297	156	153
pair	whisper-distil-v3.5+whisper-turbo	RES0203	920	895	123	117
pair	whisper-distil-v3.5+whisper-turbo	RES0192	1280	1243	147	143
pair	whisper-distil-v3.5+whisper-turbo	RES0189	1439	1397	142	135
pair	whisper-distil-v3.5+whisper-turbo	RES0201	1059	1024	152	140
pair	whisper-distil-v3.5+whisper-turbo	RES0204	995	959	120	111
pair	whisper-distil-v3.5+whisper-turbo	RES0199	1152	1118	140	137
pair	whisper-distil-v3.5+whisper-turbo	RES0207	818	789	106	101
pair	whisper-distil-v3.5+whisper-turbo	RES0194	1395	1339	175	161
pair	whisper-distil-v3.5+whisper-turbo	RES0202	1522	1472	193	192
pair	whisper-distil-v3.5+whisper-turbo	RES0205	1049	1009	117	112
pair	whisper-distil-v3.5+whisper-turbo	RES0193	1431	1382	163	143
pair	whisper-distil-v3.5+whisper-turbo	RES0200	1351	1316	194	188
pair	whisper-distil-v3.5+whisper-turbo	RES0206	1354	1309	196	192
pair	whisper-distil-v3.5+whisper-turbo	RES0209	1108	1062	139	130
pair	whisper-distil-v3.5+whisper-turbo	RES0213	1485	1383	129	110
pair	whisper-distil-v3.5+whisper-turbo	RES0211	1415	1355	192	181
pair	whisper-distil-v3.5+whisper-turbo	RES0210	1139	1119	135	134
pair	whisper-distil-v3.5+whisper-turbo	RES0208	1322	1254	169	154
pair	parakeet-tdt-0.6b-v2+qwen3-asr	CAR0002	1067	1043	94	90
pair	whisper-distil-v3.5+whisper-turbo	RES0212	1304	1238	118	110
pair	parakeet-tdt-0.6b-v2+qwen3-asr	CAR0004	920	896	102	101
pair	whisper-distil-v3.5+whisper-turbo	RES0214	1123	1093	110	104
pair	whisper-distil-v3.5+whisper-turbo	RES0215	1386	1329	139	127
pair	parakeet-tdt-0.6b-v2+qwen3-asr	CAR0001	1053	1027	103	104
pair	parakeet-tdt-0.6b-v2+qwen3-asr	GAS0001	1033	984	142	138
pair	parakeet-tdt-0.6b-v2+qwen3-asr	GAS0007	903	884	89	95
pair	parakeet-tdt-0.6b-v2+qwen3-asr	GAS0002	1140	1103	99	94
pair	parakeet-tdt-0.6b-v2+qwen3-asr	CAR0005	1292	1228	96	87
pair	parakeet-tdt-0.6b-v2+qwen3-asr	GAS0004	1180	1127	120	118
pair	parakeet-tdt-0.6b-v2+qwen3-asr	GAS0003	1093	1036	115	104
pair	whisper-distil-v3.5+whisper-turbo	RES0217	1486	1424	116	99
pair	parakeet-tdt-0.6b-v2+qwen3-asr	CAR0003	1281	1259	115	113
pair	parakeet-tdt-0.6b-v2+qwen3-asr	MSK0004	1125	1096	109	104
pair	whisper-distil-v3.5+whisper-turbo	RES0216	1604	1531	121	107
pair	parakeet-tdt-0.6b-v2+qwen3-asr	DER0001	1554	1485	201	184
pair	parakeet-tdt-0.6b-v2+qwen3-asr	GEN0001	1132	1093	87	80
pair	parakeet-tdt-0.6b-v2+qwen3-asr	MSK0001	983	960	159	149
pair	parakeet-tdt-0.6b-v2+qwen3-asr	MSK0005	1513	1462	142	135
pair	parakeet-tdt-0.6b-v2+qwen3-asr	GAS0005	1599	1541	148	147
pair	parakeet-tdt-0.6b-v2+qwen3-asr	MSK0006	1781	1720	208	201
pair	parakeet-tdt-0.6b-v2+qwen3-asr	MSK0010	1505	1473	132	131
pair	parakeet-tdt-0.6b-v2+qwen3-asr	MSK0007	1358	1333	126	124
pair	parakeet-tdt-0.6b-v2+qwen3-asr	MSK0008	1417	1391	165	168
pair	parakeet-tdt-0.6b-v2+qwen3-asr	MSK0012	1652	1600	131	122
pair	parakeet-tdt-0.6b-v2+qwen3-asr	MSK0018	976	940	89	79
pair	parakeet-tdt-0.6b-v2+qwen3-asr	MSK0011	1535	1501	158	160
pair	parakeet-tdt-0.6b-v2+qwen3-asr	MSK0003	1866	1810	169	158
pair	parakeet-tdt-0.6b-v2+qwen3-asr	MSK0009	1572	1520	183	179
pair	parakeet-tdt-0.6b-v2+qwen3-asr	MSK0015	1622	1576	164	157
pair	parakeet-tdt-0.6b-v2+qwen3-asr	MSK0014	1575	1529	149	142
pair	parakeet-tdt-0.6b-v2+qwen3-asr	MSK0013	1610	1562	151	146
pair	parakeet-tdt-0.6b-v2+qwen3-asr	MSK0019	1337	1298	81	73
pair	parakeet-tdt-0.6b-v2+qwen3-asr	MSK0021	1745	1691	216	204
pair	parakeet-tdt-0.6b-v2+qwen3-asr	MSK0023	1229	1181	112	102
pair	parakeet-tdt-0.6b-v2+qwen3-asr	MSK0017	1735	1681	159	153
pair	parakeet-tdt-0.6b-v2+qwen3-asr	MSK0024	1193	1162	90	86
pair	parakeet-tdt-0.6b-v2+qwen3-asr	MSK0025	1580	1511	127	123
pair	parakeet-tdt-0.6b-v2+qwen3-asr	MSK0020	1683	1636	189	179
pair	parakeet-tdt-0.6b-v2+qwen3-asr	MSK0026	1365	1338	124	123
pair	parakeet-tdt-0.6b-v2+qwen3-asr	MSK0031	1299	1247	135	134
pair	parakeet-tdt-0.6b-v2+qwen3-asr	MSK0027	1377	1331	159	156
pair	parakeet-tdt-0.6b-v2+qwen3-asr	MSK0032	1198	1154	95	80
pair	parakeet-tdt-0.6b-v2+qwen3-asr	MSK0016	2064	1999	185	172
pair	parakeet-tdt-0.6b-v2+qwen3-asr	MSK0035	1596	1549	158	159
pair	parakeet-tdt-0.6b-v2+qwen3-asr	MSK0022	2164	2091	1148	1144
pair	parakeet-tdt-0.6b-v2+qwen3-asr	MSK0029	2268	2186	292	285
pair	parakeet-tdt-0.6b-v2+qwen3-asr	MSK0034	1448	1417	147	130
pair	parakeet-tdt-0.6b-v2+qwen3-asr	MSK0028	1836	1785	176	169
